context_id	word	gold_sense_id	predict_sense_id	positions	context
commit.v.16	commit	commit.v.3		190-199	He was also at the same time gaining practical experience as a safe breaker and highwayman , and learning how to shoot to kill from a Neanderthal convicted murderer named Gene Geary , later committed to Chester Asylum as a homicidal maniac , but whose eyes misted with tears when the young Dion sang a ballad about an Irish mother in his clear and syrupy tenor .
commit.v.17	commit	commit.v.3		84-93	O'Banion's first conflict with the police came in 1909 , at seventeen , when he was committed to Bridewell Prison for three months for burglary ; ; two years later he served another three months for assault .
commit.v.18	commit	commit.v.1		35-44	The only cardinal sin which may be committed in warming a wine is to force it by putting it next to the stove or in front of an open fire .
commit.v.19	commit	commit.v.3		204-214	We were forbidden to swing on the gates , lest they sag on their hinges in a poor-white-trash way , but we could stand on them , when they were latched , rest our chins on the top , and stare and stare , committing to memory , quite unintentionally , all the details that lay before our eyes .
commit.v.20	commit	commit.v.2		15-24	We are already committed to establishing man's supremacy over nature and everywhere on earth , not merely in the limited social-political-economical context we are fond of today .
commit.v.21	commit	commit.v.2		98-107	Why had not this success come to him before he had plunged into his Discourse , and before he had committed himself to a life of austerity and denial ? ?
commit.v.22	commit	commit.v.1		50-56	`` Sister '' , said he `` do you think people who commit suicide go to heaven '' ? ?
commit.v.23	commit	commit.v.1		78-84	Less than three hours ago we 'd decided , in Maxine Wells's pad on Cosmo , to commit a trial murder .
commit.v.24	commit	commit.v.1		25-31	Also our plans for me to commit Charlie's murder and for him to commit mine .
commit.v.25	commit	commit.v.1		25-31	Also our plans for me to commit Charlie's murder and for him to commit mine .
commit.v.26	commit	commit.v.1		188-197	Although New Orleans was not to learn of it for a spell , she also was a sadist , a nymphomaniac and unobtrusively mad -- the perpetrator of some of the worst crimes against humanity ever committed on American soil .
commit.v.27	commit	commit.v.1		10-19	If I ever committed suicide , she thought , I would dive straight down from here -- and no one would find me for days .
commit.v.28	commit	commit.v.2		213-222	Freed of routine by having his own firm and a complaisant partner , his work in New York had given him a broader overall knowledge of business administration and corporate structure ; ; and if he was n't entirely committed to what he did , he was at least fascinated by the chance of wider opportunities .
commit.v.29	commit	commit.v.2		17-26	Freddy is deeply committed to our plans already .
commit.v.30	commit	commit.v.1		43-49	It required strength , bravado , daring to commit murder .
commit.v.31	commit	commit.v.1		56-66	For indeed it seemed incredible that anyone could go on committing murder for ten years and not get caught at it , even in Hollywood .
commit.v.32	commit	commit.v.1		20-30	[speaker25] and you committing violence in our community /.
commit.v.33	commit	commit.v.1		125-134	[Mowaffak_Al-Rubaie] And we have now at least five completed files   on     on Saddam Hussein   on crimes Saddam Hussein has committed /.
commit.v.34	commit	commit.v.1		138-147	[Mowaffak_Al-Rubaie] we have documents material evidence in his own handwriting in his red ink signature   and that he --   crimes he has committed and making orders to commit crimes /.
commit.v.35	commit	commit.v.1		138-147	[Mowaffak_Al-Rubaie] we have documents material evidence in his own handwriting in his red ink signature   and that he --   crimes he has committed and making orders to commit crimes /.
commit.v.36	commit	commit.v.1		62-68	[Dan_Abrams] but your drive to stop sex offenders before they commit a crime sounds a bit like a southern lynch mob in the sixties /.
commit.v.37	commit	commit.v.1		29-38	[Dan_Abrams] Two officers um committed suicide /.
commit.v.38	commit	commit.v.1		112-121	[David_Golden] To convict on that a jury would have to find that in the course of killing Imette Mr. Littlejohn committed some sort of sex crime also /.
commit.v.39	commit	commit.v.2		59-68	[Paul_Rieckhoff] I think when we went in there and when we committed to doing it we should have done it the right way /.
commit.v.40	commit	commit.v.1		116-125	[Steven_Lynch] Well   if   if he was using steroids during his testimony or prior to his testimony obviously he has committed perjury and has tried to mislead the Congress   in a --   in an ongoing investigation /.
commit.v.41	commit	commit.v.2		62-68	[Andrea_Mitchel] Okay as Campaign Chairman will you now today commit to supporting whoever wins that Democratic primary in Connecticut where he is now facing that   t-   uh tough challenge /?
commit.v.42	commit	commit.v.2		36-42	[Andrea_Mitchel] But why wo n't you commit today to supporting Joe Lieberman the former vice-presidential nominee /?
commit.v.43	commit	commit.v.1		147-153	[John_Harwood] The people who killed three thousand Americans on September eleven who murdered Danny Pearl my colleague at The Wall Street Journal commit atrocities every day in Iraq are evil /.
commit.v.44	commit	commit.v.1		260-269	[speaker_2] The good news is even though at any given point in time that there are these people out there perpetrating these crimes we are getting better at catching them and better at catching them sooner [speaker_2] So that instead of waiting until they 've committed twelve crimes or instead of having twelve murders take place before we catch somebody now we may catch them after the first or second murder /.
commit.v.45	commit	commit.v.1		62-72	[speaker_3] The fact is that often offenders are caught while committing minor crimes like traffic violations or simply because they raise suspicion of local police /.
commit.v.46	commit	commit.v.1		106-115	But Sony ultimately took a lesson from the American management books and fired Mr. Katzenstein , after he committed the social crime of making an appointment to see the venerable Akio Morita , founder of Sony .
commit.v.47	commit	commit.v.1		241-251	Michael Ross , a New York lawyer who heads the ABA's grand jury committee , said that lawyers are prohibited by the ABA's code of ethics from disclosing information about a client except where a court orders it or to prevent the client from committing a criminal act that could result in death .
commit.v.48	commit	commit.v.1		142-148	Stanley Aslanian , the Haas broker who agreed to carry a hidden microphone during the conversation , also has pleaded guilty to conspiracy to commit securities violations in the stock manipulation and agreed to cooperate .
commit.v.49	commit	commit.v.2		177-187	A budget that reflected the real costs of lending would eliminate incentives to convert spending or lending programs to guarantees and would let taxpayers know what Congress is committing them to .
commit.v.50	commit	commit.v.1		109-118	Critics have complained that the law unfairly strips defendants of assets before a jury determines they have committed a crime and that aggressive use of the forfeiture provisions can ruin corporate defendants or force them into unfavorable plea bargains .
commit.v.51	commit	commit.v.2		64-73	Gorky was a loyal if occasionally ambivalent proletarian writer committed to enlightening the masses with plain speaking rooted in a slightly sour version of Chekhovian humanism .
commit.v.52	commit	commit.v.1		71-80	Under current law , such suspects are immune from prosecution for acts committed while not British citizens .
commit.v.53	commit	commit.v.1		81-91	Although one transportation official said drivers who did n't use car pools were committing `` an anti-social act , '' about two-thirds of the motorists crossing the Golden Gate were alone , compared with the normal 70 % rate .
commit.v.54	commit	commit.v.2		67-76	I know many schoolteachers and , on the whole , they are seriously committed to conscientious teaching .
commit.v.55	commit	commit.v.1		42-48	Under that law , defendants who allegedly commit a pattern of crimes by means of a `` criminal enterprise '' may be charged with racketeering and forced to forfeit the proceeds of the enterprise .
commit.v.56	commit	commit.v.2		12-21	I have thus committed sufficient personal outlay to ensure that my grounds and lodgings will never be short of greens and flowers .
commit.v.57	commit	commit.v.1		137-146	Yet some people are advancing a chilling casuistry : that what we are seeing is somehow the understandable result of the historical sins committed by the Turks in the 16th century .
commit.v.58	commit	commit.v.2		33-42	Even if not all these forces are committed to the regime , they are now dependent on it .
commit.v.59	commit	commit.v.1		28-38	All these reports about him committing genocide are probably exaggerated anyway .
commit.v.60	commit	commit.v.1		25-34	After its previous mayor committed suicide last year , an investigation disclosed that town officials regularly voted on their own projects , gave special favors to developer friends and dipped into the town's coffers for trips and retreats .
commit.v.61	commit	commit.v.2		142-148	Britain , France and Italy announced technical reasons for withdrawing , but some officials pointed to growing reluctance among the allies to commit themselves to big defense spending while East-West disarmament talks show signs of success .
commit.v.62	commit	commit.v.2		43-52	Fortunately the three main candidates have committed themselves to a moderate path .
commit.v.63	commit	commit.v.1		46-55	"According to the Grand Justices , the Cabinet committed "" procedural errors "" in arriving at its decision ."
stick.v.1	stick	stick.v.3		60-65	He expressed hope that both Israelis and Palestinians would stick to the Sharm el-Sheikh agreement and continue to implement it .
stick.v.2	stick	stick.v.2		122-127	Now , it's lying in something over 300 feet of water , so if you can just visualize it being turned on its end , it would stick out of the sea about 200 feet .
stick.v.3	stick	stick.v.1		89-94	There are any number of complications , one of which is that as part of the submarine is stuck in sand and clay on the seabed , so that's going to give resistance once they do try to lift it .
stick.v.4	stick	stick.v.1		39-44	Frank Darling and Lansing Bennett were stuck in morning traffic when they were shot to death in 1993 .
stick.v.5	stick	stick.v.3		14-22	They 've been sticking close together ever since .
stick.v.6	stick	stick.v.2		28-33	They hollow out the bat and stick the cork in there to mask the hollow sound .
stick.v.7	stick	stick.v.3		65-70	Even as Kmart struggled through financial difficulties , Stewart stuck by the company .
stick.v.8	stick	stick.v.1		132-137	At the beginning we told about this incredible story about the rescue of three fishermen in the waters off the coast of Vancouver , stuck in the waters , gale force winds , small boat .
stick.v.9	stick	stick.v.1		81-86	I 'm Rhonda Schaffler , live from the New York Stock Exchange , where stocks are stuck in reverse .
stick.v.10	stick	stick.v.1		83-88	Then the Texas woman accused of hitting a man with her car , driving home with him stuck to her windshield and leaving him there to die .
stick.v.11	stick	stick.v.3		78-86	The one way to get around them -- short of knowing exactly what one wants and sticking to it -- is to frequent a single establishment until its wine waiter is persuaded that one is at least as interested in wine as in spending money .
stick.v.12	stick	stick.v.3		14-19	But I usually stick to the old phrase : ' Ich habe ein Amt , aber keine Meinung -LRB- I hold an office , but I do not feel entitled to have an opinion -RRB- .
stick.v.13	stick	stick.v.3		34-39	However , for convenience we will stick to the idea that information can be classified according to Table 1 .
stick.v.14	stick	stick.v.2		14-19	He smiled and stuck a large finger with white hairs sprouting on it into his ear as though that might help .
stick.v.15	stick	stick.v.1		185-190	Cousin Joshua and some others felt that we should march toward Lexington and take up new positions ahead of the slow-moving British column , but another group maintained that we should stick to this spot and this section of road .
stick.v.16	stick	stick.v.3		3-8	`` Stick to the preaching of the Gospel '' ! !
stick.v.17	stick	stick.v.3		27-32	Why , oh why , does n't he stick to preaching the Gospel , instead of meddling in civic affairs , politics , economics , and social issues that are no concern of the Church '' ? ?
stick.v.18	stick	stick.v.3		58-63	Those O'Dwyers had that Irish clannishness that made them stick together in spite of politics and everything .
stick.v.19	stick	stick.v.1		135-143	Water from the snow and water from the towels had run off the kid to the table where the dough was , and the dough was turning pasty , sticking to the kid's back and behind .
stick.v.20	stick	stick.v.2		30-36	Instead of answering you , he sticks his head in the door and shouts up the stairs .
stick.v.21	stick	stick.v.4		14-19	He had gotten stuck with a job too big for his imagination ; ; he had to cling to routine , tested procedures .
stick.v.22	stick	stick.v.1		10-15	Hub , you stick by the stage door .
stick.v.23	stick	stick.v.1		104-109	The lieutenant's sparse brown hair was heavily pomaded , and as Killpath raked the comb through it , it stuck together in thatches so that it looked like umbrella ribs clinging to his pink skull .
stick.v.24	stick	stick.v.3		22-27	If Elaine's uncle had stuck to this desire for aloneness , he probably would still be alive .
stick.v.25	stick	stick.v.2		13-19	Harbor Point sticks out into the ocean like the fat neck of a steamer clam .
stick.v.26	stick	stick.v.2		25-33	The fins of a Caddy were sticking out of the garage , while the inside of the house was a comfortable mixture of old and expensive contemporary furniture .
stick.v.27	stick	stick.v.1		20-25	The candle had been stuck on a tin lid so it would n't set fire to the crate when it guttered out .
stick.v.28	stick	stick.v.3		6-11	`` He stuck with me all these years .
stick.v.29	stick	stick.v.3		80-85	Just a half-breed 'pache , never said much , never meant anythin to me , but he stuck with me .
stick.v.30	stick	stick.v.1		370-375	It entered her body with the ghastly intimacy of an incubus , and its particles , spreading , creeping , crawling , joined themselves into steel bands that constricted her knees so tightly that they ached ; ; stifled her lungs so that her breath came in harsh gasps ; ; clutched her throat and sucked up the moisture in her mouth so that her tongue was dry and hard and stuck to the roof of her mouth and her teeth were clenched together in the rigid fixture of her jaws .
stick.v.31	stick	stick.v.1		19-24	The lifeboats were stuck fast .
stick.v.32	stick	stick.v.1		84-92	Some had been there for years ; ; others still had whitened shreds of decayed flesh sticking to them .
stick.v.33	stick	stick.v.1		55-60	One tiny detail in a happening can clog the memory and stick like meat in a crooked tooth , while the rest of the occurrence will go hazy and uncertain .
stick.v.34	stick	stick.v.1		12-17	The cap was stuck and made a thin rusty squeaking as he applied pressure .
stick.v.35	stick	stick.v.2		39-44	He was big , and filthy , and his toes stuck out of the flapping tops of his shoes .
stick.v.36	stick	stick.v.1		28-33	Not the greatest , but they stick to your belly insides '' .
stick.v.37	stick	stick.v.3		42-47	She would have been better off if she had stuck to her Bible .
stick.v.38	stick	stick.v.3		49-57	Bobbie said something about damned Pittsburghers sticking together , and Linda got angry at him .
stick.v.39	stick	stick.v.2		52-57	Her skin was stretched so tight that her cheekbones stuck out , and if looks could kill , Wally would have been dead .
stick.v.40	stick	stick.v.3		32-37	That first time was good and it stuck with me .
stick.v.41	stick	stick.v.2		3-8	He stuck his head in Mrs. Kirby's little rental office .
stick.v.42	stick	stick.v.2		5-10	Cady stuck his jaw out .
stick.v.43	stick	stick.v.2		20-25	But then , when you stuck things into the holes , why did n't they come right out again ? ?
stick.v.44	stick	stick.v.2		78-86	Without further discussion he appeared the next morning with a pile of boards sticking over the end of his light truck and proceeded with the paneling , which he then stained and waxed according to his taste .
stick.v.45	stick	stick.v.3		23-28	[Kyra_Phillips] No you stick with what you 're doing /.
stick.v.46	stick	stick.v.1		57-62	[Anderson_Cooper]   the biggest --   /. Jack you want to stick around for this the biggest study since the Kinsey report they say /.
stick.v.47	stick	stick.v.2		20-25	[Spider_Marks] I 'd stick a knife in somebody's thigh in a heartbeat /.
stick.v.48	stick	stick.v.2		20-25	[Spider_Marks] I 'd stick a knife in somebody's thigh in a heartbeat /.
stick.v.49	stick	stick.v.3		68-73	[Mowaffak_Al-Rubaie] And I believe we will uh try our level best to stick to the timetable [Mowaffak_Al-Rubaie] because uh it is very important   and if   eh for the credibility of the government uh and for the political process as well /.
stick.v.50	stick	stick.v.1		28-33	[Mowaffak_Al-Rubaie] and we stick to the criminal side of it /.
stick.v.51	stick	stick.v.1		30-35	[Dan_Abrams] Alright Stacy uh stick around for a minute /.
stick.v.52	stick	stick.v.1		36-41	[Dan_Abrams] Susan Filan's going to stick around /.
stick.v.53	stick	stick.v.1		27-32	[Dan_Abrams] uh   Davidson stick around uh because I 'm going to get to our panel in a minute /.
stick.v.54	stick	stick.v.3		26-31	[Ben_Ginsberg] Your party stuck by what you just said about blaming John Bolton for the war /.
stick.v.55	stick	stick.v.2		20-25	[Melanie_Morgan] We stuck a microphone in front of all of the troops /.
stick.v.56	stick	stick.v.2		20-25	[Melanie_Morgan] We stuck a microphone and   let them --   let them talk directly to the people of the United States /.
stick.v.57	stick	stick.v.1		63-68	More often than not , ringers think of the church as something stuck on the bottom of the belfry .
stick.v.58	stick	stick.v.3		151-156	Mr. Pilson emphasizes the ancillary benefits of positive press , contented affiliate stations , enthusiastic advertisers and huge audiences that might stick around to watch other CBS programs when the game is over .
stick.v.59	stick	stick.v.3		50-55	`` If you have a position , you 're better off to stick with it than to move around very much , '' says Republican strategist John Sears .
stick.v.60	stick	stick.v.4		37-42	If the situation changes , I 'll get stuck with them . ''
stick.v.61	stick	stick.v.3		28-33	But the handlers mistakenly stuck with silicon chips ; they needed kryptonite .
stick.v.62	stick	stick.v.1		16-21	Copper has been stuck in a trading range of $ 1.19 to $ 1.34 .
stick.v.63	stick	stick.v.1		205-211	So , following both the style he pursued as President Ford's national security adviser and the recommendations of the Tower Commission , Gen. Scowcroft has pruned the NSC staff and tried to ensure that it sticks to its assigned tasks -- namely , gathering the views of the State Department , Pentagon and intelligence community ; serving as an honest broker in distilling that information for the president and then making sure presidential decisions are carried out .
stick.v.64	stick	stick.v.3		15-20	City officials stuck by their estimate of $ 2 billion in damage to the quake-shocked city .
stick.v.65	stick	stick.v.4		64-69	So instead of building more efficient modern plants , utilities stick scrubbers on the old plants .
stick.v.66	stick	stick.v.2		1-6	 Stick some money in an interest-bearing account and watch it grow .
stick.v.67	stick	stick.v.3		4-9	One stuck to old-line business traditions , while the other embraced the change .
stick.v.68	stick	stick.v.3		13-19	If Mr. Krenz sticks to rigid policies the pressure from the Soviet Union could intensify .
stick.v.69	stick	stick.v.4		42-47	In these four , for instance , the RTC is stuck with $ 4.51 billion in bad assets .
stick.v.70	stick	stick.v.1		46-51	People are fast leaving the place where he is stuck . ''
stick.v.71	stick	stick.v.2		157-162	At the small four-room home of Elias Motsoaledi , a leading ANC unionist and a former commander in the group's armed wing , Umkhonto we Sizwe , well-wishers stuck little ANC flags in their hair and a man tooted on an antelope horn wrapped in ANC ribbons .
stick.v.72	stick	stick.v.1		177-185	Sweat can evaporate through these pores without being absorbed by the fabric , improving comfort compared with traditional hydrophilic fabrics which when worn in the rain start sticking to the body after a time .
stick.v.73	stick	stick.v.4		33-38	Mrs. Chang's brother's family is stuck with a heavy mortgage , and there are constant recriminations between Mrs. Chang and her nieces and nephews.
stick.v.74	stick	stick.v.1		20-25	The Association has stuck to its guns , however , and insists that the situation has not improved .
stick.v.75	stick	stick.v.3		33-41	In 1998 , when Intel insisted on sticking with expensive Rambus memory chips despite a poor market response , VIA saw its opportunity :
stick.v.76	stick	stick.v.1		32-37	However , the amendment remains stuck in the legislative queue for the time being .
stick.v.77	stick	stick.v.2		73-78	"It's such a beautiful and historic location , but they are just going to stick up a bridge there , and they are even talking about having a rotating restaurant on top ! """
stick.v.78	stick	stick.v.3		95-100	Dr. Chung suggests that fitness should begin when young , and those who start very late should stick to swimming , fast walking , and exercise bikes , which are of moderate intensity .
stick.v.79	stick	stick.v.1		105-113	Simon Chang says that this is a cause of marital tension , and these workers have thousands of questions sticking in their throats , such as : Will they have to interrupt their children's education ?
stick.v.80	stick	stick.v.3		16-24	Finally , after sticking it out for a month , he quit the job on receiving his first pay packet .
stick.v.81	stick	stick.v.1		1-6	 Stuck in the past and full of bitterness , they may end up getting discarded onto the scrap heap of history .
haunt.v.1	haunt	haunt.v.1		123-129	One soft evening -- that marvelous sea-blessed time when the sun's departing warmth lingers and a smell of spume and wrack haunts everything -- Amy had picked herself off the floor and begun to walk .
haunt.v.2	haunt	haunt.v.1		21-28	The girl's thin face haunted him .
haunt.v.3	haunt	haunt.v.2		72-79	Indian ghosts would not impinge upon his nights , nor would his days be haunted by the dimly-outlined , ill-conceived figure of her benighted ancestor .
haunt.v.4	haunt	haunt.v.1		161-168	For several months now , Jack Carter , a big overgrown boy of fifteen with a fuzzy , pimpled face and greenish catlike eyes with a lot of red in them , had been haunted by a dream , a vision , of a Woman .
haunt.v.5	haunt	haunt.v.2		4-11	She haunted me ; ; she persisted in explaining how and why she had advised Mrs. Salter to return to the country .
haunt.v.6	haunt	haunt.v.2		25-33	Some sort of nemesis was haunting his footsteps , he told us in a quavering voice -- either an ape specter or Abe Spector , a process-server , we could n't determine which .
haunt.v.7	haunt	haunt.v.2		31-39	There's some kind of a nemesis haunting his footsteps '' .
haunt.v.8	haunt	haunt.v.1		57-65	[Anderson_Cooper] Today the genocide's effects are still haunting both the survivors and the wildlife in Rwanda /.
haunt.v.9	haunt	haunt.v.1		261-266	[Andrea_Mitchell] Uh I guess that if Bolton had not said some of the things that he had said in the past that you know the ~UN secretariat has thirty-eight floors and you could lose ten of them without losing anything those kinds of quotes are going to kind of haunt him /.
haunt.v.10	haunt	haunt.v.2		52-60	When a Louisville woman complained that a ghost was haunting her attic , Mr. Baker discovered a rat dragging a trap across the rafters .
haunt.v.11	haunt	haunt.v.2		83-89	A Scottish dwarf built the small red house 110 years ago and now his demonic ghost haunts it , Mr. Warren says .
haunt.v.12	haunt	haunt.v.1		171-176	There is evidence that if people inherit defective versions of these genes , they are especially prone to cancer , perhaps explaining , finally , why some cancers seem to haunt certain families .
haunt.v.13	haunt	haunt.v.1		88-93	`` I thought that Salinger might by being taken in another factual context come back to haunt us .
haunt.v.14	haunt	haunt.v.1		70-78	Nelson Bunker Hunt's attempted corner on silver a decade ago is still haunting the market in this metal .
haunt.v.15	haunt	haunt.v.1		121-126	Concerns about the stock market , doubts about the economy in general and rising competition from catalog companies also haunt store operators .
haunt.v.16	haunt	haunt.v.1		12-19	Lawmakers , haunted by charges that some of their comments contributed to the 1987 crash , generally shy away from calls for sweeping new legislation .
haunt.v.17	haunt	haunt.v.1		35-41	"He said , "" Water is a topic which haunts repeatedly in my compositions ."
accommodate.v.1	accommodate	accommodate.v.1		32-43	Next month the FCC is likely to accommodate him .
accommodate.v.2	accommodate	accommodate.v.3		108-119	[Yang_yang] Well , I think that perhaps many friends in other places are wondering how one place is able to accommodate 32 commuter routes .
accommodate.v.3	accommodate	accommodate.v.2		179-190	The bill last night includes $ 500 million to help finance this credit and further raises the obligation ceiling for the Small Business Administration sixfold to $ 1.8 billion to accommodate the expected loan activity .
accommodate.v.4	accommodate	accommodate.v.2		250-261	Administration pressure discourages any effort to add to total funding , and the Senate changes are expected to be largely technical -- dealing with highway aid and lifting the ceiling on total Small Business Administration loans to $ 1.8 billion to accommodate the increased activity expected .
accommodate.v.5	accommodate	accommodate.v.3		197-208	Mr. Inouye , who chairs the select committee on Indian Affairs , used his power to move $ 400,000 from the Air Force to the Bureau of Indian Affairs to assist in renovating a decommissoned base to accommodate a drug and alcohol rehabilitation center .
accommodate.v.6	accommodate	accommodate.v.2		114-125	One provision last night would have raised the cap on disaster loans to $ 500,000 from $ 100,000 per household to accommodate San Francisco losses .
accommodate.v.7	accommodate	accommodate.v.1		6-17	`` We accommodate their choice of names by allowing them to demonstrate '' family affiliation with legal documents , says Jim O'Donnell , a senior vice president .
accommodate.v.8	accommodate	accommodate.v.2		336-349	In order to standardize construction procedures and to guard against the emergence of disorderly phenomena , the new region's management committee promptly announced a series of documents for standardizing the construction market in accordance with the relevant national regulations and the regulations of Shanghai Municipality , while accommodating the realities of Pudong's development .
accommodate.v.9	accommodate	accommodate.v.1		295-308	For this , the Chinese government views with extreme importance and actively participates in international population activities , and sincerely hopes that the international community will adopt a stand of realistic resolution of population and development problems , seeking similarities while accommodating differences , co-operating closely to strive hard together towards a stable world population to create a beautiful future !
accommodate.v.10	accommodate	accommodate.v.1		12-23	In order to accommodate professionals with day jobs , many universities have scheduled their business management courses during evening hours .
accommodate.v.11	accommodate	accommodate.v.1		49-60	Next , they must shuffle their work schedules to accommodate their studies .
accommodate.v.12	accommodate	accommodate.v.1		126-137	She divides her schedule into three - month cycles , and with one class on Thursday afternoons , her company does its best to accommodate her by not holding meetings that involve her on that day of the week .
pursue.v.1	pursue	pursue.v.1		76-83	He also thinks the Clinton administration and especially Madeleine Albright pursued anti-Serbian policies .
pursue.v.2	pursue	pursue.v.1		33-41	He will be faithful to the law , pursuing justice without favor .
pursue.v.3	pursue	pursue.v.1		468-476	It may be that this is simply a case which is not important on a wider scale for Putin , that he has shown what he needed to show to the Russian public , which is that the system is there , the system is going strong , it is taking care of the state secrets and , you know , the police is doing its job , the Federal Security Service is doing its job , but now that that has been done with , now that we have had a conviction in court he does not see the necessity of pursuing the whole thing any further , and in order to appear magnanimous in the eyes of the Western public opinion , certainly , I guess that those are the reasons which prompted him to move in the direction he has moved .
pursue.v.4	pursue	pursue.v.1		67-73	The whole purpose of those efforts here in Washington is really to pursue the discussions under the auspices of the United States government with President Clinton .
pursue.v.5	pursue	pursue.v.1		45-51	Still , he says , `` Israel will continue to pursue peace and every path that leads to it . ''
pursue.v.6	pursue	pursue.v.1		96-104	It's a federal suit because the plaintiffs are from out of state but Rhode Island residents are pursuing suits of them .
pursue.v.7	pursue	pursue.v.1		171-177	As Gore considers his options with his family , advisers say he and the campaign realize they are operating on two distinct and delicate tracts -- legal , which they will pursue to keep options open , and political , which they have to watch carefully as they feel mounting pressure .
pursue.v.8	pursue	pursue.v.1		23-29	This the therapist may pursue in later questioning .
pursue.v.9	pursue	pursue.v.1		52-59	It may be , of course , that such objectives can be pursued consisently with a policy designed to overthrow Communism ; ; my point is that where conflicts arise they must always be resolved in favor of achieving the indispensable condition for a tolerant world -- the absence of Soviet Communist power .
pursue.v.10	pursue	pursue.v.1		78-86	This means that a great many academically talented girls are discouraged from pursuing graduate work of a more demanding nature .
pursue.v.11	pursue	pursue.v.1		160-167	But it soon became clear that the search for eighteenth-century furniture -LRB- which Mrs. Kennedy feels is the proper period for the White House -RRB- must be pursued in places other than government storage rooms .
pursue.v.12	pursue	pursue.v.1		38-45	Her study of history was persistently pursued .
pursue.v.13	pursue	pursue.v.1		20-27	Simultaneously , he pursued his musical studies at the conservatory , receiving sound training in counterpoint and harmony , as well in the violin and piano .
pursue.v.14	pursue	pursue.v.1		93-99	John Adams took to heart the advice given him by his legal mentor , Jeremiah Gridley , to `` pursue the study of the law , rather than the gain of it '' .
pursue.v.15	pursue	pursue.v.1		51-57	This is the Holy Grail these knights of the orgasm pursue , this is the irresistible cosmic urge to which they respond .
pursue.v.16	pursue	pursue.v.2		36-43	Beaten , bruised and exhausted , he pursues the elusive killer through the demi-monde of high society and low morals , always alone , always despised .
pursue.v.17	pursue	pursue.v.1		69-75	A rich nation can for a time , without noticeable damage to itself , pursue a course of self-indulgence , making its single goal the material ease and comfort of its own citizens -- thus repudiating its own spiritual and material stake in a peaceful and prosperous society of nations .
pursue.v.18	pursue	pursue.v.1		32-38	As a nation we can successfully pursue these objectives only from a position of broadly based strength .
pursue.v.19	pursue	pursue.v.1		13-19	It wished to pursue , in the course of this review , questions arising from the body of material already in its possession . ''
pursue.v.20	pursue	pursue.v.2		10-18	They were pursuing him .
pursue.v.21	pursue	pursue.v.1		45-51	He went prone on his stomach , the better to pursue his examination .
pursue.v.22	pursue	pursue.v.1		57-64	It was you that tracked it down anyway , Stevens '' , he pursued strictly .
pursue.v.23	pursue	pursue.v.2		65-73	The manservant Devol and his mistress , Delphine Lalaurie , were pursuing a young girl -- an octoroon of cameo-like beauty -- across the front lawn of the Lalaurie mansion .
pursue.v.24	pursue	pursue.v.2		88-95	Theresa had seen him through the right college , into the right fraternity , and though pursued by various girls and various mammas of girls , safely married to the right sort , however much in the early years of that match his wife , Anne , had not seemed to understand poor George .
pursue.v.25	pursue	pursue.v.1		1-9	 Pursuing his idea , he saw that it would be impossible to leave her now .
pursue.v.26	pursue	pursue.v.1		75-82	`` Never mind '' , Arlene had said , after the policeman had left , having pursued the usual unco-operative course of grownups .
