context_id	word	gold_sense_id	predict_sense_id	positions	context
class.n.8	class	class.n.4		287-292	"The local officials said that, the previous situation whereby large numbers of import and export goods of Jiangxi province had to be re-shipped through the Guangzhou port and the Shanghai port in the form of sparse packaging will be changed completely. During the early days, a 5000 ton class container dock had already been built in Jiujiang port in the north of Jiangxi. The Nanchang port became another ""access to the sea"" in Jiangxi besides the Jiujiang port."
class.n.9	class	class.n.5		255-260	US capital corporations have become the corporations with the most profits among Tianjin's foreign merchant investment corporations. This was pointed out today by Tianjin's vice-Mayor, Disheng Ye, when he made a thematic investment report for the '97 MBA class international on - site observation group of the US New York University Stone Business Administration Institute. Disheng Ye presented that Tianjin has a population of 9.4 million and is the biggest international harbor city and external trading shore in northern China.
class.n.10	class	class.n.5		264-269	Besides Motorola, large companies such as Mobil Oil, OTIS, IBM, AT&T, P&G, Coca-Cola, Chase Manhattan Bank, SKB, etc. have also invested in Tianjin and achieved success. The 62 people of the US New York University Stone Business Administration Institute's '97 MBA class international on - site observation group, came from various big corporations, companies, financial groups, and banks respectively. They will implement an in - depth survey of Tianjin's investment policies, finance, education, environmental protection, etc.
class.n.11	class	class.n.7		408-413	After the policy was formally announced for the Pudong Lujiazui Financial Trade District to allow foreign capital banks to operate RMB business, more than 40 foreign capital banks and financial institutions have submitted applications to establish branches in Pudong. When selecting locations in Lujiazui, some foreign financial institutions do not mind the real estate prices, but focus more on whether the class of the building is compatible with the standing of the company. The Franklin Templeton Company, whose headquarters are in California, USA, and which has registered capital of 130 billion US dollars all around the world, decided to establish its local China headquarters in Pudong.
class.n.12	class	class.n.1		311-316	A padding with a dragon and a phoenix rejoicing covered the steel-wired bed in the living room, and two radio tape recorders were placed on a pair of Tibetan cupboards engraved with traditional patterns. Director of the Wenbu Administration Bureau, Jiayangduoji said, Ci Suo and his family belong to the middle class living standard among the Wenbu herdsmen. Azhen, a herdsman from Asuo village has a family of 15 people, has 1800 goats, 50 yaks, has already sold 750 kg of wool, 50 kg of cashmere, 25 kg of ghee to the nation, and currently has deposits of more than 15,000 yuan.
class.n.13	class	class.n.4		398-403	The transformation of important achievements in new material is especially outstanding in this zone. The technology of using nitrogen as a protecting gas to stretch monocrystalline silicon, which won the national important invention award, has been transformed by the Semiconductor Factory of Zhejiang University in this zone into an outstanding one among domestic and foreign products of the same class. Now the annual output of the monocrystalline silicon has reached more than 20 tons, becoming number one in the entire country, and its sales market extends from inside the country and South East Asia to many European and American countries.
class.n.14	class	class.n.4		253-258	The possession a natural year-round deep-water ice - free port is a favorable condition of the Shuidong Development Zone for developing ethylene follow-up processing projects. In recent years, the development zone built several berths at the 10,000 ton class, 20,000 ton class, 30,000 ton class and 50,000 ton class on the base of its original two 3000 ton class berths. The whole country's largest single-point mooring, crude oil loading and unloading system of 250,000 tons has already been put into use.
class.n.15	class	class.n.4		253-258	The possession a natural year-round deep-water ice - free port is a favorable condition of the Shuidong Development Zone for developing ethylene follow-up processing projects. In recent years, the development zone built several berths at the 10,000 ton class, 20,000 ton class, 30,000 ton class and 50,000 ton class on the base of its original two 3000 ton class berths. The whole country's largest single-point mooring, crude oil loading and unloading system of 250,000 tons has already been put into use.
class.n.16	class	class.n.4		253-258	The possession a natural year-round deep-water ice - free port is a favorable condition of the Shuidong Development Zone for developing ethylene follow-up processing projects. In recent years, the development zone built several berths at the 10,000 ton class, 20,000 ton class, 30,000 ton class and 50,000 ton class on the base of its original two 3000 ton class berths. The whole country's largest single-point mooring, crude oil loading and unloading system of 250,000 tons has already been put into use.
class.n.17	class	class.n.4		253-258	The possession a natural year-round deep-water ice - free port is a favorable condition of the Shuidong Development Zone for developing ethylene follow-up processing projects. In recent years, the development zone built several berths at the 10,000 ton class, 20,000 ton class, 30,000 ton class and 50,000 ton class on the base of its original two 3000 ton class berths. The whole country's largest single-point mooring, crude oil loading and unloading system of 250,000 tons has already been put into use.
class.n.18	class	class.n.4		253-258	The possession a natural year-round deep-water ice - free port is a favorable condition of the Shuidong Development Zone for developing ethylene follow-up processing projects. In recent years, the development zone built several berths at the 10,000 ton class, 20,000 ton class, 30,000 ton class and 50,000 ton class on the base of its original two 3000 ton class berths. The whole country's largest single-point mooring, crude oil loading and unloading system of 250,000 tons has already been put into use.
class.n.19	class	class.n.4		161-166	Today, we know that the accumulation of several of these altered genes can initiate a cancer and, then, propel it into a deadly state. ''Scientists call the new class of genes tumor - suppressors, or simply anti-cancer genes. When functioning normally, they make proteins that hold a cell's growth in check.
class.n.20	class	class.n.1		306-311	``It impresses on ordinary, young Filipinos that there's nothing to feel inferior about in using their own language, ''says Randy David, a sociologist and host of a popular television talk show.`` When we started the program six years ago, the use of Filipino was deemed unwise by the predominantly middle class,'' says Lydia Brown, the program's creator. Now, she says, ``it's no longer an issue. ''
class.n.21	class	class.n.1		254-259	But while better - off Filipinos are quick to cite the logic in using a language as widespread as English, they are often slow to reveal that they are prejudiced against Filipino, say advocates of the native language. ``For the middle and upper - middle class -LCB- Filipino -RCB- is declasse, ''says Bien Lumbera, a Philippine - studies professor at Quezon City's University of the Philippines. There's also resentment.
class.n.22	class	class.n.1		144-149	What tongue to speak is an emotional mine field in the Philippines. It is entrenched in the country's colonial bonds to the U.S., in Philippine class structure, in the regional loyalties of its people and in its island geography. As they did when the Philippines was a colony of the U.S., teachers for the most part teach in English, even though it is a foreign language for most Philippine children.
class.n.23	class	class.n.6		131-136	Japan has climbed up from the ashes of World War II and a gross national product of about $800 per capita to reach the heavyweight class among industrialized nations. Now this remarkable economic growth seems to be coming to an end because the government has not converted itself into a modern, democratic, ``developed nation ''mode of operation.
class.n.24	class	class.n.1		149-154	That system has worked. The standard of living has increased steadily over the past 40 years; more than 90% of the people consider themselves middle class. The people have given their leading and only credible political party, the Liberal Democratic Party, clear and uninterrupted power for those 40 years.
class.n.25	class	class.n.3		105-110	-LRB- Braniff declined -RRB-. When I asked American Airlines for its side of the story for use in my MBA class, where I teach business ethics, it did not respond. Perhaps the ethics of an industry's leader filters down and is one of the factors that ultimately shapes consumer trust in that industry.
class.n.26	class	class.n.4		167-174	Instead of castling, a standard measure to safeguard the king, D.T. made a second - rate rook maneuver at move 13; then it put a knight offside on move 16. ``Only two classes of minds would think of this -- very weak human players, and computers, ''said Edmar Mednis, the expert commentator for the match, which was attended by hundreds of chess fans. By move 21, D.T. had fallen into a deep positional trap.
class.n.27	class	class.n.2		175-182	The reason is simple: Education takes place in the classroom, where the influence of money is minimal. Decades of educational research tell us unequivocally that even smaller classes have zero effect on the academic performance of the pupils -- though they may sometimes be desirable for other reasons. The new money flows into the already top - heavy administrative structure, which busies itself piling more and more paper work on the teachers.
class.n.28	class	class.n.4		250-257	Interest on the bonds will be treated as a preference item in calculating the federal alternative minimum tax that may be imposed on certain investors. Federal Home Loan Mortgage Corp. -- $250 million of Remic mortgage securities being offered in 11 classes by Morgan Stanley. The offering, Series 107, is backed by Freddie Mac 15 - year, 9% securities, and brings Freddie Mac's 1989 Remic issuance to $32.8 billion and its total volume to $46.8 billion since the program began in February 1988.
class.n.29	class	class.n.4		142-149	The offering used at - market pricing. Federal National Mortgage Association -- $500 million of Remic mortgage securities being offered in 10 classes by Merrill Lynch Capital Markets. The offering, Series 1989 - 85, is backed by Fannie Mae 9% securities.
class.n.30	class	class.n.4		167-174	The offering, Series 1989 - 85, is backed by Fannie Mae 9% securities. Separately, a $400 million issue of Fannie Mae Remic mortgage securities is being offered in 15 classes by Bear, Stearns & Co. The offering, Series 1989 - 86, is backed by Fannie Mae 9% securities.
class.n.31	class	class.n.4		164-171	The offering, Series 1989 - 86, is backed by Fannie Mae 9% securities. Finally, a $300 million issue of Fannie Mae Remic mortgage securities is being offered in 12 classes by Smith Barney, Harris Upham & Co. The offering, Series 1989 - 87, is backed by Fannie Mae 9 1/2% securities.
class.n.32	class	class.n.3		192-199	``This has been a 15 - pound earthquake for me, ''said resident Joan O'Shea, who works in an acupuncturist's office. She and some friends are considering offering earthquake victims free yoga classes and`` aroma therapy'' -- massages with scented oils. She finds the response of Marina residents -- primarily yuppies and elderly people -- to the devastation of their homes ``incredible.
class.n.33	class	class.n.1		241-246	The characters confront a world in which it seems increasingly difficult to find a ``middle way ''between the extremes of success and failure, wealth and poverty. In making Malcolm and Nora such wonderfully representative specimens of their class and generation, Ms. Zeidner has somewhat neglected the task of making them distinctively individual characters. The humor of the story owes much to the fact that no hearts -LRB- even the characters' own -RRB- are likely to bleed for the plight of health - food eaters.
class.n.34	class	class.n.1		87-94	But readers may well feel the pangs of recognition. In any case, the foundering middle classes are n't the only ones in trouble -- or whose troubles provide material for fiction. ``Rascal Money ''-LRB- Contemporary Books, 412 pages, $17.95 -RRB-, a novel by consultant and business analyst Joseph R. Garber, tells the story of an innovative, well - run, widely respected computer manufacturing company called PegaSys as it faces a hostile takeover attempt by AIW, a much smaller corporation that is so incompetently managed as to constitute a standing joke in the business world.
class.n.35	class	class.n.3		113-120	The spokesman says the ``glitch ''in the statute is`` the worst kind of Catch - 22.'' Many Law School Grads Find Classes Never End RECENT LAW school graduates are starting jobs with law firms this fall -- and heading back to class.
class.n.36	class	class.n.3		139-144	Many Law School Grads Find Classes Never End RECENT LAW school graduates are starting jobs with law firms this fall -- and heading back to class. Bar associations and consultants are offering more programs to teach associates all they need to know about law but did n't learn in law school.
class.n.37	class	class.n.3		281-288	In the past, associates learned the basics from senior lawyers who acted as mentors. But these days, large firms hire as many as 30 new associates a year, and it's impossible to personally train everyone, says Joel Henning of Hildebrandt Inc., a consulting firm that runs training classes. The Hildebrandt course enables students to brush up on negotiation skills by role playing in simulated deals.
class.n.38	class	class.n.5		229-234	The plan is talking about applicants admitted, not students who enroll. Since the ``yield ''from this top slice of applicants is relatively low, boosting admits from 40% to 50% will boost registrants from about 31% to 38% of the class. In addition, perhaps 5% of registrants will come from a new category consisting of applicants whose academic credentials`` narrowly missed'' gaining them admission in the first category.
class.n.39	class	class.n.5		190-195	Who will take over these places? The plan creates a new category of students from ``socioeconomically disadvantaged backgrounds, ''a concept not yet defined, and gives them about 10% of the class. One of the plan's authors has defended the`` socioeconomic disadvantage'' category as perhaps making more sense than the current affirmative - action preferences based on race.
class.n.40	class	class.n.6		104-109	Travelers up to age 99 get a percentage discount matching their age. And centenarians fly free in first class. Next month, Northwest Airlines says, a 108 - year - old Lansing, Mich., woman is taking it up on the offer to fly with her 72 - year - old son to Tampa, Fla.
class.n.41	class	class.n.1		199-204	Average household income for the sample was $194,000, and average net assets were reported as $775,000. The goal was to learn about one of today's fastest - growing income groups, the upper - middle class. Although they represent only 2% of the population, they control nearly one - third of discretionary income.
class.n.42	class	class.n.4		92-99	Federal Home Loan Mortgage Corp. -- $500 million of Remic mortgage securities offered in 13 classes by Prudential - Bache Securities Inc. The offering, Series 102, backed by Freddie Mac 8 1/2% securities with a weighted average remaining term to maturity of 28.4 years, was priced before the market's afternoon surge.
class.n.43	class	class.n.4		186-193	The offering, Series 102, backed by Freddie Mac 8 1/2% securities with a weighted average remaining term to maturity of 28.4 years, was priced before the market's afternoon surge. Among classes for which details were available, yields ranged from 8.78%, or 75 basis points over two - year Treasury securities, to 10.05%, or 200 basis points over 10 - year Treasurys. Federal Home Loan Mortgage Corp. --
class.n.44	class	class.n.4		179-186	The collateral is being sold by a thrift institution. The principal - only securities will be repackaged by BT Securities into a Freddie Mac Remic, Series 103, that will have six classes. The interest - only securities will be sold separately by BT Securities.
class.n.45	class	class.n.1		153-160	But through tax policy and in other ways the federal government encourages many kinds of behavior. It should also encourage service -- preferably by all classes and all ages. Its encouragement should strengthen and not undercut the strong tradition of volunteering in the U.S., should build on the service programs already in existence, and should honor local convictions about which tasks most need doing.
class.n.46	class	class.n.1		45-52	Yes, if targeted. People of all ages and all classes should be encouraged to serve, but there are many ways for middle - class kids, and their elders, to serve at little public cost. They can volunteer at any of thousands of non-profit institutions, or participate in service programs required by high schools or encouraged by colleges or employers.
class.n.47	class	class.n.3		87-94	This year they include Michael Kuan, Andrew Hsia, and Jason Blatt. The course includes classes on political broadcasting, international broadcasting information / propaganda strategies, and digital television broadcast development, as well as visits to the Central Broadcasting Corporation, Taiwan Television Corporation, Eastern TV, and other media outlets. Generally speaking, the participants are very interested in Taiwan's high-tech industries and products.
class.n.48	class	class.n.4		204-209	Among the ROC's medals, the gold - the first ever for Taiwan - was won by Chiang Chih-chung. With a throw of 57.28 meters, Chiang shattered the world record for the javelin in the F12 visually - impaired class. Chiang, a member of the Bunun indigenous people, received a traditional hero's welcome home from the Bunun of Sanmin Rural Township in Kaohsiung County.
class.n.49	class	class.n.4		141-146	Meanwhile, the ROC table tennis team twice made it to the finals, but fell just short of the gold each time. In the wheelchair men's doubles class 5 event, Chou Chang-sheng and Lin Yen-hung took the silver, while Chou won another silver in the men's singles. The men's class 9 team for persons with non-leg-related disabilities and the women's wheelchair team of combined classes 4 and 5 took bronzes in team events, while Li Ching-chung -LRB- men's judo class 1 -RRB- and Lu Li-hua -LRB- women's powerlifting class 1 -RRB- garnered individual bronzes.
class.n.50	class	class.n.4		32-37	In the wheelchair men's doubles class 5 event, Chou Chang-sheng and Lin Yen-hung took the silver, while Chou won another silver in the men's singles. The men's class 9 team for persons with non-leg-related disabilities and the women's wheelchair team of combined classes 4 and 5 took bronzes in team events, while Li Ching-chung -LRB- men's judo class 1 -RRB- and Lu Li-hua -LRB- women's powerlifting class 1 -RRB- garnered individual bronzes. Among Asian countries, South Korea turned in the best performance, taking five gold medals.
class.n.51	class	class.n.4		32-37	In the wheelchair men's doubles class 5 event, Chou Chang-sheng and Lin Yen-hung took the silver, while Chou won another silver in the men's singles. The men's class 9 team for persons with non-leg-related disabilities and the women's wheelchair team of combined classes 4 and 5 took bronzes in team events, while Li Ching-chung -LRB- men's judo class 1 -RRB- and Lu Li-hua -LRB- women's powerlifting class 1 -RRB- garnered individual bronzes. Among Asian countries, South Korea turned in the best performance, taking five gold medals.
class.n.52	class	class.n.4		32-37	In the wheelchair men's doubles class 5 event, Chou Chang-sheng and Lin Yen-hung took the silver, while Chou won another silver in the men's singles. The men's class 9 team for persons with non-leg-related disabilities and the women's wheelchair team of combined classes 4 and 5 took bronzes in team events, while Li Ching-chung -LRB- men's judo class 1 -RRB- and Lu Li-hua -LRB- women's powerlifting class 1 -RRB- garnered individual bronzes. Among Asian countries, South Korea turned in the best performance, taking five gold medals.
class.n.53	class	class.n.4		32-37	In the wheelchair men's doubles class 5 event, Chou Chang-sheng and Lin Yen-hung took the silver, while Chou won another silver in the men's singles. The men's class 9 team for persons with non-leg-related disabilities and the women's wheelchair team of combined classes 4 and 5 took bronzes in team events, while Li Ching-chung -LRB- men's judo class 1 -RRB- and Lu Li-hua -LRB- women's powerlifting class 1 -RRB- garnered individual bronzes. Among Asian countries, South Korea turned in the best performance, taking five gold medals.
class.n.54	class	class.n.1		124-129	-LRB- Chuang Chih / tr. by David Mayer -RRB- The prospect of emigrating to Shang-hai has caught the imagination of middle - class Taiwanese in recent years, and waves of business persons have been pouring into Shanghai since the early 1990s. But is that really such a good idea?
class.n.55	class	class.n.3		273-280	The Dongguan city government has leased an 86,000 - square - meter site to the association at an extremely low price, and the school's cornerstone was laid last year in a ceremony held on 3 November. The school will begin admitting students this coming September and start classes in October. The school will accept elementary and junior high school students at first.
class.n.56	class	class.n.3		130-137	The school will accept elementary and junior high school students at first. The decision about whether to open senior high school classes will be made later depending on demand. Where to send the kids?
class.n.57	class	class.n.3		180-187	"Most of its teaching materials are very similar to those used in Taiwan's elementary schools, and of the 15 or so teachers there, three are from Taiwan. The big difference is that classes are taught in both Chinese and English because the Taiwanese parents are very interested in seeing that their children learn English well. According to Huang Su, executive director of Little Oxford, ""A lot of parents keep after me to make sure that the children's education is exactly like the regular system in Taiwan, but I have to remind them that once you've left in Taiwan, you're not regular any longer."""
class.n.58	class	class.n.3		46-53	p. 92 Little Oxford elementary school teaches classes in both Chinese and English, which is just what the Taiwanese expatriates want for their children. p. 93
class.n.59	class	class.n.1		187-192	"The best of both worlds Neighboring places heavily influenced by ""Asian values,"" such as Japan, Korea and Hong Kong, have a strong sense of how important it is to belong to ""the educated class,"" just as we do here. As Tang Mei-ying points out, this means that parents expect their children to perform outstandingly well at school."
class.n.60	class	class.n.3		316-323	The importance that parents attach to education is of course a strong point for Taiwan, but one drawback of this is that parents often set their expectations too high. At an age when most kids in the West are still playing every day, our children have already started shuttling about among supplementary schools for classes in English, computers, abacus and art. Tang explains that although Western children seem to be playing about, they are also finding out what interests them, and they have plenty of chances to change direction.
class.n.61	class	class.n.3		108-115	And a child who is free to make his own choices does n't automatically turn into a delinquent. Experimental classes giving pupils the chance for self-motivated study are now being offered in some schools in Taiwan, and the results show that these children are happier and more positive. Joyce Yen Feng, executive director of the Child Welfare League Foundation, an organization dedicated to promoting the rights of children, says that there does n't have to be a contradiction between granting children their rights and maintaining Asian values.
class.n.62	class	class.n.3		138-145	The team also goes out occasionally to pick up trash and patrol the river. Besides these activities, TCAC also offers regularly scheduled classes for both children and adults. Current offerings include a class on environmental preservation for children, while for both children and adults there are classes on calligraphy, traditional Hakka folk songs, and local history.
class.n.63	class	class.n.3		63-68	Besides these activities, TCAC also offers regularly scheduled classes for both children and adults. Current offerings include a class on environmental preservation for children, while for both children and adults there are classes on calligraphy, traditional Hakka folk songs, and local history. Every Wednesday evening you can hear the strains of Hakka folk songs coming from TCAC.
class.n.64	class	class.n.3		63-68	Besides these activities, TCAC also offers regularly scheduled classes for both children and adults. Current offerings include a class on environmental preservation for children, while for both children and adults there are classes on calligraphy, traditional Hakka folk songs, and local history. Every Wednesday evening you can hear the strains of Hakka folk songs coming from TCAC.
class.n.65	class	class.n.2		120-125	Every Wednesday evening you can hear the strains of Hakka folk songs coming from TCAC. The youngest participants in the class are just seven or eight, while the oldest range on up to 70 or 80. Every one of the lilting melodies carries with it a nugget of Hakka culture.
class.n.66	class	class.n.3		176-181	Even more interestingly, the teacher makes up lyrics about the river preservation campaign and sets them to traditional folk melodies, thus melding the old and the new. In the class on local history, the participants themselves do all the talking. They exchange stories about the past and talk about places whose names no longer even appear on the maps.
class.n.67	class	class.n.3		175-180	"Says Shu Shih-wei, ""By sharing our experiences we can get everybody to take an active interest in the changes that are taking place in the local community."" Outgrowths of the class include the river preservation campaign and a guidebook for tourists interested in learning about environmental issues and local history. Says Shu, ""Forget about all the high-falutin' talk about 'urban redevelopment' and whatnot - everyone cares about what goes on in their town."
class.n.68	class	class.n.3		116-123	"Every time I enter the club and hear that pounding music, I get a rush. And with so many different and fun aerobics classes, exercise is n't hard labor anymore, ""he says. And thanks to joining the club, the naturally shy Wu has made a lot of new friends."
class.n.69	class	class.n.3		211-218	Levine says that working out is already part of life in the West, so people do n't go to the gym to socialize. But Asians prefer group activities, and as a result California is putting more emphasis on aerobics classes, with classes every hour all day, so that members can join in any time. Each center also has dozens of trainers who provide free advice or paid workout supervision.
class.n.70	class	class.n.3		211-218	Levine says that working out is already part of life in the West, so people do n't go to the gym to socialize. But Asians prefer group activities, and as a result California is putting more emphasis on aerobics classes, with classes every hour all day, so that members can join in any time. Each center also has dozens of trainers who provide free advice or paid workout supervision.
class.n.71	class	class.n.3		145-152	There are all kinds, such as martial arts aerobics, step aerobics, Latin aerobics, and weight - enhanced aerobics. As their names suggest, these classes modify traditional aerobic dance by adding martial arts moves, step platforms, Latin rhythms, dumbbells, and other props, thereby placing the focus of the workout on different muscle groups. In addition, aerobics centers commonly provide classes in Asian health techniques like yoga, tai-chi, and qigong.
class.n.72	class	class.n.3		30-37	"As their names suggest, these classes modify traditional aerobic dance by adding martial arts moves, step platforms, Latin rhythms, dumbbells, and other props, thereby placing the focus of the workout on different muscle groups. In addition, aerobics centers commonly provide classes in Asian health techniques like yoga, tai-chi, and qigong. ""Yoga and tai-chi have not been added just for Taiwan,"" says Eric Levine."
class.n.73	class	class.n.4		254-259	"Although the series, as expected, did n't make any money, for three years running it won the Golden Tripod, Taiwan's highest music award. ""It's not that I'm especially fond of music or culture,"" says Yeh, who studied engineering in the last Japanese-era class of what became the National Taipei Institute of Technology. ""But my work in the recording industry brought me into contact with Peking opera, beiguan and nanguan music, and so forth."
class.n.74	class	class.n.3		141-148	By coincidence, the dormitory bunk above his was occupied by another aspiring painter, Wu Hao. The two became firm friends and began to take classes under Li Chung-sheng, the doyen of modern art in Taiwan. At Li's Antung Street Studio they teamed up with a group of like-minded young painters, including Ouyang Wen-yuan, Huo Kang, Hsiao Chin, Li Yuan-chia, Chen Tao-ming and Hsiao Ming-hsien.
class.n.75	class	class.n.3		489-494	"Joanne Chang of the Academia Sinica says that although most people feel that the new government's strategies - ""diplomacy of the whole people,"" economic diplomacy, and entry into nongovernmental organizations - differ little from the past, you must remember that diplomacy is a long-term game, and, in the details, the new foreign policy team has already brought in some fresh air. For example, she notes, recently the MOFA, through its ""virtual diplomacy institute,"" has begun offering a class in ""diplomacy of the whole people"" that provides training to legislative assistants, political party staff, and employees of nongovernmental organizations. The aim is to develop the capability to participate in international affairs among a wider public."
class.n.76	class	class.n.3		198-203	In order to accommodate professionals with day jobs, many universities have scheduled their business management courses during evening hours. The sight of professionals in suits and ties rushing to class at dusk contrasts greatly from the typical jeans and casual attire of fresh-faced undergrads. Shuttling between the office and the campus, do they ever feel like they're burning the candle at both ends?
class.n.77	class	class.n.3		355-362	"Mouton Lee, in charge of over 80 employees and production of key components as president of ABBA Linear Tech Co., Ltd., is a second-year student in the NTUST Graduate School of Management. Lee relates that as a youth he studied because he was forced to, but now his motivations for learning are far greater - so great in fact that he registered for three classes at the start of the semester, a decision he has come to regret for lack of time. Lee, who has also taken short-term management courses, says, ""Degree programs are better, since the pressure makes you grow."""
class.n.78	class	class.n.3		126-133	Nevertheless, they must pay a hefty price to be able to study in the first place. First, working during the day and attending classes at night is often a war of energy and will. Next, they must shuffle their work schedules to accommodate their studies.
class.n.79	class	class.n.3		131-136	Many of them have to reschedule business trips. Meanwhile, some become highway speeders, rushing from Taoyuan or Hsinchu to attend class. And female managers, ordinarily responsible for household chores as well, really burn the proverbial candle at both ends.
class.n.80	class	class.n.3		166-171	"""I have my time perfectly allotted,"" says Morna Lee, Taiwan regional business manager for Kellogg's. She divides her schedule into three - month cycles, and with one class on Thursday afternoons, her company does its best to accommodate her by not holding meetings that involve her on that day of the week. Still, sometimes nothing can be done, such as the time that she had a meeting in Hong Kong early one Friday morning, forcing her to miss class on Thursday while she flew to Hong Kong."
class.n.81	class	class.n.3		65-70	She divides her schedule into three - month cycles, and with one class on Thursday afternoons, her company does its best to accommodate her by not holding meetings that involve her on that day of the week. Still, sometimes nothing can be done, such as the time that she had a meeting in Hong Kong early one Friday morning, forcing her to miss class on Thursday while she flew to Hong Kong. She had to fly quickly back to Taipei to make class on Saturday afternoon.
class.n.82	class	class.n.3		137-142	Still, sometimes nothing can be done, such as the time that she had a meeting in Hong Kong early one Friday morning, forcing her to miss class on Thursday while she flew to Hong Kong. She had to fly quickly back to Taipei to make class on Saturday afternoon. Despite often staying up until 2:00 or 3:00 AM to study or write reports, Lee likes mingling in the executive management class with a diverse group of students from different fields, and feels that the new ideas the professors feed them help keep her brain supple.
class.n.83	class	class.n.3		46-51	"She had to fly quickly back to Taipei to make class on Saturday afternoon. Despite often staying up until 2:00 or 3:00 AM to study or write reports, Lee likes mingling in the executive management class with a diverse group of students from different fields, and feels that the new ideas the professors feed them help keep her brain supple. Moreover, she muses, ""We managers are a strange breed."
class.n.84	class	class.n.3		254-261	"""If you asked me whether work or family is more important, I would say that since entering society 20 years ago work has always come first,"" states Donna Sun, vice president of the Human Resource Division at Schmidt Scientific Taiwan. Even if she has no classes to attend, leaving the office at 8:00 PM is no different from the perspective of her family life than the extra hour she spends attending classes until 9:00 PM. She is thankful that her son, a university student, and her daughter, a third-year junior high school student, have always been very independent and self-reliant."
class.n.85	class	class.n.3		254-261	"""If you asked me whether work or family is more important, I would say that since entering society 20 years ago work has always come first,"" states Donna Sun, vice president of the Human Resource Division at Schmidt Scientific Taiwan. Even if she has no classes to attend, leaving the office at 8:00 PM is no different from the perspective of her family life than the extra hour she spends attending classes until 9:00 PM. She is thankful that her son, a university student, and her daughter, a third-year junior high school student, have always been very independent and self-reliant."
class.n.86	class	class.n.3		423-430	"People are going to fall asleep no matter what, so you have to think on your feet and use different techniques to stimulate their attention, ""remarks Mark Gia-khy Tang, professor in the Department of Risk Management and Insurance at National Chengchi University. Students who have been away from the classroom for well over a decade can not be expected to remember all the formulas they learned in statistics and economics classes way back when. Nor should classes turn into solo performances by the professor."
class.n.87	class	class.n.3		160-167	Students who have been away from the classroom for well over a decade can not be expected to remember all the formulas they learned in statistics and economics classes way back when. Nor should classes turn into solo performances by the professor. Professor Tang's approach is to lecture on theory for the first hour, then use the remaining time on the homework that each group worked on since the previous week.
class.n.88	class	class.n.3		168-173	"Tang's own ""Three No's"" policy guides his teaching approach: No midterms, no final exams, and no calling on students. Instead, grades are based on homework results and class participation. Tang's risk management class is discussing how to identify risks."
class.n.89	class	class.n.3		50-55	"Instead, grades are based on homework results and class participation. Tang's risk management class is discussing how to identify risks. One of the questions is: ""If there were a fairy who could spell out for you exactly what you would experience for the rest of your life, consider what advantages and disadvantages the following information might have for you."
class.n.90	class	class.n.3		194-199	"""We must ask ourselves some questions, too, when EMBAs are thought of as giving away degrees to the privileged few,"" comments Wu Se-Hwa. Wu tells his professors that unless they perform well in class, the EMBA can not develop further, as universities are founded upon academic research. As for tuition policies, Wu Se-Hwa relates that with an annual budget of NT$ 2.1 billion, National Chengchi University spends about NT$ 200,000 per student."
class.n.91	class	class.n.1		47-52	"That's who! This ""passport,"" with its middle - class and decidedly Western sensibility, is just one example of how Taipei differs from other places in Taiwan. Not long after Chen Shui-bian ascended to the ROC presidency, the Office of the President began to come into sharp conflict with Taipei City Hall."
class.n.92	class	class.n.3		133-138	Chang cites this example: Say you hate being tied up by your work, and would like to go back to school. Why do n't you try a weekend class? Maybe that would help to alleviate your anxiety.
class.n.93	class	class.n.2		18-23	Their audience of classmates breaks into laughter. After this, the class plays' Teacher Says. 'Speaking in English the teacher tells the children to do various actions:
class.n.94	class	class.n.2		78-83	Anyone who gets the action wrong is out. In today's English lesson, a grade 4 class at Jen Ai Primary School is starting sentences with 'I can.' The teacher explains the basic pattern then the class begins a game of charades.
class.n.95	class	class.n.2		37-42	In today's English lesson, a grade 4 class at Jen Ai Primary School is starting sentences with 'I can.' The teacher explains the basic pattern then the class begins a game of charades. Children mime movements at the front of the class: swimming, dancing, jumping, running etc, and their classmates have to use English to describe what they're doing.
class.n.96	class	class.n.2		48-53	The teacher explains the basic pattern then the class begins a game of charades. Children mime movements at the front of the class: swimming, dancing, jumping, running etc, and their classmates have to use English to describe what they're doing. Next is story telling time; today's story is about a child who just ca n't stop sneezing.
class.n.97	class	class.n.3		91-98	"Mr. Chen lives in Neihu. Four years earlier his daughter, now in grade 3, attended English classes at a well known private kindergarten in Neihu. Every evening just on dusk the kindergarten's minibus would pick up his daughter and take her away to spend two happy hours each day in a ""totally American"" language environment."
class.n.98	class	class.n.3		348-355	"The school responded positively and for the next two years, gathered students in the middle and elementary grades together in a large group in the school hall each morning in their study hour, and conducted a program. Two years ago, realizing that the local parents had to work in the daytime, the school began holding supplementary after - school classes offering English lessons every Wednesday afternoon for the elementary grades. ""The parents are delighted."
class.n.99	class	class.n.3		121-128	"This is the ideal time to establish their listening comprehension and pronunciation. ""Jen Ai Primary School has over 100 classes. Eight years ago it was approached by a parent offering to come to the school to teach the students some English songs and tell some English stories."
class.n.100	class	class.n.2		210-217	A few years ago, the school began allowing grades 1 to 6 to turn on the TV sets in their classrooms every morning between 8:00 and 8:15, and watch simple English dialogue videos produced by their teachers. Big classes, little practice What strikes people as curious is, if their schools have had English classes for a long time now then why do so many students need to go to private language schools?
